,surveyID,enum_no,Zone_NO,Class No,lat,lon,busi_activity,oper_time,home_del_pro,pick_take_away,deli_from,only_est,est_area,off_street_park,park_area,aload_docks,no_load_docks,full_emp,part_emp,work_shifts,load_share,to_2a,to_3w,to_bi,to_lt,to_ot,to_pi,owned_2a,owned_3w,owned_bi,owned_lt,owned_pi,owned_ot,leased_2a,leased_3w,leased_bi,leased_lt,leased_ot,leased_pi,len_m_100,len_m_300,len_m_500,len_m_750,NAICS_code,weekly_trucks,to_b3,to_tr,to_all_np
406,1405,1,1,9999,13.03768106,80.16126771,Apparel / Accessory,12.57448083,Yes,Yes,Several Individual warehouses,Yes,124.1863576,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,Yes,0.587777507,0.830157351,1.372178024,0.088224006,0.521232693,0.539119911,1,0,1,0,0,1,0,1,1,1,1,0,852.03,6219.724095,18189.9984,37081.10835,44,0,2.202335375,0.676001513,0.428571429
423,1422,1,1,4721,13.0387664,80.25688449,Restaurant,15.58326694,Yes,Yes,Several Individual warehouses,Yes,381.9684076,Yes,20,Yes,1,2.082457593,0.08898165,Yes,No,0.961206728,0.33218321,0.629075422,0.622926803,0.58933145,0.373929121,1,1,1,1,1,0,0,1,1,1,1,0,1167.58,4403.05403,10372.46411,33882.1472,31,0,0.961258633,1.584133531,1
1001,2000,1,1,4752,13.15999135,80.30001795,Building Material / Hardware,13.43974202,Yes,Yes,Several Individual warehouses,Yes,326.7496006,Yes,20,Yes,1,0.082457593,0.08898165,Yes,Yes,0.15585629,0.226989836,0.58538675,0.695500778,0.236130199,0.940284505,0,0,0,0,0,1,1,1,1,0,0,0,549.88,5193.545652,15916.70603,23695.25113,44,0,0.812376585,0.851357069,0.428571429
6,1005,1,1,4510,12.93684635,80.12803812,Others,13.95381148,Yes,Yes,Several Individual warehouses,Yes,241.2519631,Yes,20,Yes,1,1.082457593,0.08898165,Yes,No,0.867706645,0.885574173,0.278326353,0.564053129,0.491082893,0.462088376,0,0,0,0,1,0,1,1,0,0,1,1,1990.78,9245.003235,22290.81725,33924.2802,45,0,1.163900525,1.431759774,0.066666667
878,1877,1,1,4630,13.09267825,80.28178656,Food stores,11.99232135,Yes,Yes,Several Individual warehouses,Yes,239.6617304,Yes,20,Yes,1,1.082457593,0.08898165,Yes,No,0.436824926,0.696395228,0.237574439,0.18978322,0.93800237,0.207514263,0,2,0,1,1,0,1,0,1,0,0,1,830.51,8283.475486,19580.70866,17831.18308,42,0,0.933969666,0.626608145,0.142857143
534,1533,1,1,4759,13.04771874,80.24873106,Electronics,8.772641825,Yes,Yes,Several Individual warehouses,Yes,1598.841814,Yes,20,Yes,1,6.082457593,0.08898165,Yes,No,0.583114508,0.125952475,0.867194847,0.274022566,0.608798971,0.597617134,1,2,0,1,0,1,0,1,0,1,1,2,643.25,6088.901762,17472.63053,34362.93359,44,0,0.993147322,0.857137074,0.285714286
1012,2011,1,1,4721,13.16227979,80.3008094,Food stores,14.02553928,Yes,Yes,Several Individual warehouses,Yes,237.5384596,Yes,20,Yes,1,1.082457593,0.08898165,Yes,Yes,0.829990072,0.74081998,0.747805101,0.720024726,0.215787327,0.79009277,0,0,1,0,0,0,1,1,1,1,0,0,519.85,7102.09272,17170.49541,23420.89438,44,0,1.488625081,1.550014798,0.142857143
1043,2042,1,1,4773,13.16591326,80.25312674,Apparel / Accessory,12.80232104,Yes,Yes,From wholesale shops,Yes,518.7526481,Yes,20,Yes,1,2.082457593,0.08898165,Yes,No,0.316584543,0.013694371,0.949174759,0.866550672,0.110245869,0.645845669,0,1,1,1,1,1,0,1,0,0,1,1,785.47,7458.91229,16130.86463,23312.66489,44,0,0.962869131,1.183135215,0.285714286
276,1275,1,1,4721,13.02001877,80.20615032,Food stores,14.53159791,Yes,Yes,Several Individual warehouses,Yes,2451.263676,Yes,20,Yes,1,10.08245759,2.08898165,Yes,Yes,0.515925008,0.063214732,0.705404518,0.529317679,0.707315227,14.04344244,0,1,1,1,0,1,0,0,1,0,0,1,1166.34,5913.342624,17090.92811,32648.23857,44,0,0.76861925,1.045242688,15
1011,2010,1,1,9999,13.16189944,80.30081766,Building Material / Hardware,10.32548516,Yes,Yes,Several Individual warehouses,Yes,211.0013263,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,Yes,0.12971395,0.746369364,0.436398566,0.465048933,0.015992899,0.86513236,0,0,1,0,1,1,0,0,0,1,0,1,432.65,6276.057506,17439.41023,23199.01268,44,0,1.182767929,0.594762884,0.571428571
501,1500,1,1,4730,13.0454643,80.24045994,Others,11.97213177,Yes,Yes,Central Warehouse of establishment,Yes,1240.713781,Yes,20,Yes,1,6.082457593,0.08898165,Yes,No,0.747885568,0.965050149,0.425315879,0.34998506,0.395414808,0.388627349,0,1,1,0,1,0,1,0,0,1,1,0,1372.29,7484.595918,16471.99025,67742.35905,44,0,1.390366029,1.097870628,0
742,1741,1,1,4772,13.07765718,80.2392879,Pharma vendor,14.52085653,Yes,Yes,Several Individual warehouses,Yes,349.9933032,Yes,20,Yes,1,1.082457593,0.08898165,Yes,Yes,0.077941704,0.417892894,1.353994116,0.362845826,0.920322468,0.479107119,1,1,1,0,0,1,1,0,1,1,1,2,1030.09,7146.127526,18427.74466,33887.15382,44,0,1.77188701,0.440787531,2
636,1635,1,1,4759,13.05834161,80.26353817,Electronics,10.21646571,Yes,Yes,Several Individual warehouses,Yes,87.16101595,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.257096969,0.989409817,3.704915508,0.227122644,0.406777526,0.794985309,0,0,1,0,1,1,0,1,0,1,0,0,682.49,7014.98219,17415.36109,33871.80067,44,0,4.694325325,0.484219613,3
105,1104,1,1,4752,12.98382336,80.19697428,Building Material / Hardware,11.62653578,Yes,Yes,Several Individual warehouses,Yes,552.4244711,Yes,20,Yes,1,8.082457593,0.08898165,Yes,No,0.458709481,0.068685687,0.054538784,2.670038675,0.64835209,0.683942994,1,0,1,0,2,0,1,1,0,1,1,0,880.33,5826.500885,16889.41524,42582.19477,44,14,0.123224471,3.128748156,2
224,1223,1,1,5610,13.00641444,80.25019756,Restaurant,9.601840739,No,No,Several Individual warehouses,No,1507.011674,No,20,No,1,38.08245759,0.08898165,No,Yes,0.064483347,0.218521738,0.608786115,0.641701784,0.378911654,0.025513954,1,0,2,0,0,0,0,0,1,1,0,1,888.3,6707.920431,17569.00619,51705.97069,31,0,0.827307854,0.706185131,1
390,1389,1,1,4771,13.03695876,80.23066919,Apparel / Accessory,12.33384834,No,No,Central Warehouse of establishment,No,240.8466763,No,20,No,1,1.082457593,0.08898165,No,Yes,0.169772731,0.372035945,0.996499142,0.752631032,0.327671889,0.62672222,0,0,1,1,1,0,0,0,1,0,0,1,1116.84,7631.290525,18869.90192,39333.5583,44,1,1.368535087,0.922403764,0.033333333
33,1032,1,1,4763,12.96400813,80.24673254,Apparel / Accessory,11.97688063,Yes,Yes,From wholesale shops,Yes,181.2442654,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,No,0.413696137,0.446487675,0.692613842,0.441366731,0.567960056,0.215193751,1,0,1,0,0,1,1,0,0,0,0,0,1088.61,5455.067848,14737.56029,37676.31589,44,0,1.139101517,0.855062868,0.033333333
249,1248,1,1,5320,13.0537471,80.26384973,Others,16.52599028,NA,NA,Several Individual warehouses,NA,4470.924121,NA,20,NA,1,12.08245759,10.08898165,NA,No,0.227164548,0.53501989,0.805650534,1.828430085,0.23280506,0.509994971,0,1,1,1,0,0,1,1,0,1,1,0,692.48,2290.31291,7107.577434,42944.33615,42,7,1.340670425,2.055594633,1
812,1811,1,1,4652,13.08987998,80.21803647,Electronics,10.5859,Yes,Yes,Several Individual warehouses,Yes,191.2267223,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.644744565,0.547351435,0.453388542,0.045198673,0.578317828,0.158659045,1,1,2,0,0,1,0,0,1,0,1,0,825.7,6733.96284,16162.8135,39470.07792,44,0,1.000739977,0.689943238,0.066666667
836,1835,1,1,4752,13.09058047,80.26728328,Building Material / Hardware,6.910644082,Yes,Yes,Several Individual warehouses,Yes,1106.725515,Yes,20,Yes,1,4.082457593,0.08898165,Yes,No,0.912941434,0.265916769,0.486616109,0.3872265,0.627916786,1.478770165,1,0,2,0,1,1,0,1,1,0,0,0,809.53,4671.967308,15039.16815,28902.9407,44,0,0.752532878,1.300167934,2
377,1376,1,1,4652,13.03558413,80.2206171,Electronics,7.549835222,Yes,Yes,Several Individual warehouses,Yes,669.9077419,Yes,20,Yes,1,8.082457593,0.08898165,Yes,No,0.14403132,0.159040705,1.123222016,0.582878066,0.704866554,0.435888055,0,0,0,1,0,0,1,0,0,1,0,1,696.35,6830.675295,19351.39522,39084.38846,44,0,1.282262721,0.726909386,0.233333333
34,1033,1,1,9999,12.96414285,80.25508885,Apparel / Accessory,10.62742734,Yes,Yes,From wholesale shops,Yes,221.3749898,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.942643216,0.341393962,0.019213416,0.103610916,0.537761617,0.127695319,1,0,0,0,0,1,0,0,1,0,0,0,568.66,7567.665998,21278.11106,41990.05983,44,0,0.360607377,1.046254132,0.428571429
63,1062,1,1,4759,12.96513703,80.14817456,Electronics,12.51369421,Yes,Yes,Several Individual warehouses,Yes,286.2610461,Yes,20,Yes,1,3.082457593,0.08898165,Yes,Yes,0.698053984,0.231177771,0.265898556,0.938916628,0.209605446,0.665036589,1,1,0,1,0,0,1,1,1,1,1,0,1773.16,5917.113409,15249.84697,34694.17313,44,0,0.497076327,1.636970612,0.285714286
580,1579,1,1,4663,13.05216804,80.21895499,Building Material / Hardware,12.88381588,Yes,Yes,Several Individual warehouses,Yes,1128.108004,Yes,20,Yes,1,10.08245759,0.08898165,Yes,No,0.54404053,0.302038067,0.151360622,0.107836519,0.145122501,0.598026106,1,0,1,0,0,1,0,1,0,0,0,0,921.22,8401.616346,19835.09696,70993.64583,42,0,0.453398689,0.651877049,0.285714286
537,1536,1,1,4772,13.04782126,80.1923819,Pharma vendor,13.12260348,Yes,Yes,Several Individual warehouses,Yes,200.3324276,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.144620677,0.232523547,0.674671224,0.930963888,0.777526096,0.700345133,0,0,1,0,0,1,1,1,1,1,0,0,629.7,5331.819664,16229.72111,36428.68811,44,0,0.907194771,1.075584564,0.428571429
606,1605,1,1,4540,13.05369245,80.23377504,Automobile dealer & sevice,12.86995728,Yes,Yes,Several Individual warehouses,Yes,1709.874516,Yes,20,Yes,1,19.08245759,0.08898165,Yes,No,0.130205892,0.288836739,0.438514622,0.398287323,0.047986414,0.140899887,1,1,2,1,0,0,1,1,0,1,1,1,1189.19,6071.803266,18426.70664,39127.79398,44,0.233333333,0.727351361,0.528493215,0.142857143
917,1916,1,1,4759,13.10335225,80.20769951,Electronics,12.2225653,Yes,Yes,Several Individual warehouses,Yes,292.63442,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,No,0.584644871,0.196941236,0.824195893,0.170398929,0.227656299,0.559743879,0,0,0,1,0,1,0,1,1,0,1,1,888.18,5747.540549,15691.34515,35056.99914,44,1,1.02113713,0.7550438,0.033333333
915,1914,1,1,4759,13.10220379,80.27039096,Electronics,11.37827273,No,No,Several Individual warehouses,No,45.95502415,No,20,No,1,2.082457593,0.08898165,No,No,0.14090954,0.674312622,0.037492684,0.913702973,0.987232807,0.723362545,0,0,1,0,1,1,0,0,0,0,0,0,644.35,5905.999013,15731.98247,29697.97295,44,0,0.711805306,1.054612512,0.142857143
364,1363,1,1,4652,13.03464799,80.25343853,Electronics,12.04331959,No,No,Several Individual warehouses,No,261.0021306,No,20,No,1,1.082457593,0.08898165,No,No,0.728710376,0.420775064,0.905166344,0.090114869,0.631133588,0.553182704,0,1,1,1,0,1,1,1,0,1,1,1,805.51,6841.584722,16107.3614,33136.92517,44,0,1.325941408,0.818825245,0.285714286
856,1855,1,1,4641,13.09052162,80.28223611,Apparel / Accessory,7.711999398,Yes,Yes,Central Warehouse of establishment,Yes,1822.188837,Yes,20,Yes,1,5.082457593,0.08898165,Yes,Yes,0.278967234,0.213319841,0.555087947,0.673536574,0.662625875,0.880814345,1,1,1,1,0,1,0,0,1,0,1,1,589.75,6009.971886,16911.18949,15905.23045,42,0,0.768407788,0.952503809,1
24,1023,1,1,4771,12.96306469,80.2617489,Apparel / Accessory,14.20833242,Yes,Yes,From wholesale shops,Yes,50.3643983,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.907725602,1.164991416,0.415354942,0.043052945,0.318733694,0.526626515,1,1,1,0,0,0,1,0,1,1,0,1,691.36,5875.838643,18948.88729,28554.69736,44,0,1.580346357,0.950778548,0.428571429
586,1585,1,1,4649,13.05248333,80.21229929,Home furniture/ appliances,11.89376658,Yes,Yes,Central Warehouse of establishment,Yes,2092.986387,Yes,20,Yes,1,13.08245759,0.08898165,Yes,No,0.83895472,0.62337127,0.567840653,0.145396534,0.208329035,1.220915404,1,0,1,1,2,0,1,1,1,1,1,0,1199.94,6765.023074,19171.08557,41418.49408,33,0,1.191211923,0.984351254,1
35,1034,1,1,4752,12.96413578,80.25509093,Building Material / Hardware,11.20486626,Yes,Yes,From wholesale shops,Yes,186.9102447,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,No,0.69572532,0.301852455,0.091129923,0.454229959,0.818642924,0.079440242,0,1,1,0,0,0,1,0,0,1,1,1,568.2,5879.391906,15019.05326,41994.15927,44,0,0.392982378,1.149955279,0.428571429
626,1625,1,1,4759,13.05687774,80.19383686,Electronics,14.28843485,Yes,Yes,Several Individual warehouses,Yes,512.4429827,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.263664794,0.721987123,0.74274153,0.320300924,0.396939604,0.984324159,1,1,0,1,1,0,1,1,1,1,1,0,690.06,6581.927875,17453.32945,37081.85666,44,0,1.464728653,0.583965717,0.571428571
315,1314,1,1,4772,13.02911888,80.18346411,Pharma vendor,14.15847868,Yes,Yes,Several Individual warehouses,Yes,247.0049933,Yes,20,Yes,1,1.082457593,0.08898165,Yes,No,0.524747383,0.706724092,0.935784201,0.339531116,0.291972234,0.308448859,1,0,0,1,1,1,0,1,1,1,1,1,522.38,2879.62107,6029.885325,29224.05228,44,0,1.642508294,0.864278499,1
650,1649,1,1,4752,13.06008666,80.21176239,Building Material / Hardware,10.98605238,Yes,Yes,Several Individual warehouses,Yes,980.583967,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.527718017,0.619943398,0.000307751,0.267893541,0.994354122,3.418124434,0,1,2,1,0,0,0,2,0,1,1,0,1226.11,6165.003867,17759.88139,43985.70257,44,0,0.620251149,0.795611558,3
203,1202,1,1,4761,13.00111883,80.2047042,Others,13.7640484,Yes,Yes,From wholesale shops,Yes,280.4073627,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,No,0.299445257,0.742901634,0.738626694,0.72906609,0.841507724,0.929259364,1,1,0,1,1,1,1,0,1,0,1,1,698.91,5434.420351,17123.00881,43505.72835,44,0,1.481528328,1.028511346,0.142857143
73,1072,1,1,4721,12.97115988,80.15067814,Food stores,13.58580947,No,No,Several Individual warehouses,No,58.75199148,No,20,No,1,2.082457593,0.08898165,No,Yes,0.2645406,0.495845787,0.566547094,0.483814582,0.691373531,0.198501898,0,1,1,0,0,0,1,0,1,0,1,1,1784.54,7101.950667,18439.58038,33951.09903,44,0,1.062392881,0.748355182,0.285714286
88,1087,1,1,4771,12.97690055,80.22208206,Apparel / Accessory,11.25726001,Yes,Yes,Several Individual warehouses,Yes,214.1951269,Yes,20,Yes,1,1.082457593,0.08898165,Yes,No,0.459623732,0.241789258,0.604926946,0.574794271,0.193002629,0.630641605,0,0,1,0,0,0,1,1,1,1,1,0,1124.27,4375.267004,12413.89405,43543.99262,44,0,0.846716204,1.034418003,0.285714286
131,1130,1,1,4759,12.98955849,80.20510441,Electronics,13.22483576,Yes,Yes,Several Individual warehouses,Yes,45.6913488,Yes,20,Yes,1,2.082457593,0.08898165,Yes,No,0.381009879,0.972342815,0.692101221,0.416912802,0.986649503,0.330751969,0,1,0,0,1,0,1,0,0,1,1,0,624.83,6108.945419,17106.48297,39551.30505,44,0,1.664444036,0.797922682,0.428571429
447,1446,1,1,4641,13.04055216,80.23457271,Apparel / Accessory,9.910758995,No,No,Central Warehouse of establishment,No,550.8585907,No,20,No,1,6.082457593,0.08898165,No,No,0.661613967,0.168248682,0.095743445,0.595692025,0.96959003,0.19721272,1,0,0,1,0,0,1,0,0,1,1,1,852.05,6701.602665,17657.5242,102670.182,42,0,0.263992127,1.257305991,0.033333333
16,1015,1,1,5610,12.96014093,80.24531611,Restaurant,13.40720143,No,No,Several Individual warehouses,No,743.0213494,No,20,No,1,5.082457593,0.08898165,No,No,0.707578548,0.606726706,0.996007666,0.482624175,0.730722752,1.953156606,1,1,1,1,2,1,0,1,1,1,1,1,782.53,4936.26896,13976.63673,34040.35254,31,0,1.602734372,1.190202722,1
941,1940,1,1,4752,13.11555365,80.23039087,Building Material / Hardware,15.5862302,Yes,Yes,Several Individual warehouses,Yes,476.7681335,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.108114698,0.345004765,0.171130435,0.023934117,0.099704902,1.200619646,0,0,1,0,0,0,0,0,0,0,0,1,579.85,7626.590624,18589.60166,39560.58813,44,0,0.5161352,0.132048815,0.285714286
845,1844,1,1,4649,13.09080721,80.27992233,Apparel / Accessory,10.86344102,Yes,Yes,From wholesale shops,Yes,155.5830906,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,Yes,0.193905686,0.519742892,0.656997742,0.28188358,0.608310681,0.133468476,0,0,0,1,0,0,1,1,0,0,0,0,833.21,6225.500699,16807.11113,15521.22454,42,0,1.176740633,0.475789266,0.142857143
1013,2012,1,1,9999,13.1623808,80.26203829,Building Material / Hardware,9.904265697,Yes,Yes,Several Individual warehouses,Yes,103.8478354,Yes,20,Yes,1,0.082457593,0.08898165,Yes,Yes,0.727580284,0.754928237,1.426645269,0.141066932,0.307882882,0.268210539,1,0,1,1,1,1,0,0,0,1,0,0,398.52,6390.770943,18103.56794,18340.80835,44,0,2.181573506,0.868647216,0.571428571
939,1938,1,1,4630,13.11524312,80.24408044,Food stores,11.34767611,Yes,Yes,Several Individual warehouses,Yes,156.8299959,Yes,20,Yes,1,0.082457593,0.08898165,Yes,Yes,0.135018725,0.166460651,0.510266095,0.77825252,0.145918,0.20551402,0,0,0,1,1,1,0,1,1,0,0,0,621.98,6040.900988,13921.24305,38588.67903,42,0,0.676726746,0.913271245,0.285714286
685,1684,1,1,4663,13.06733951,80.20914464,Building Material / Hardware,10.88926997,Yes,Yes,Several Individual warehouses,Yes,645.2141915,Yes,20,Yes,1,6.082457593,0.08898165,Yes,Yes,0.648138842,0.842849288,0.457045364,0.659174705,0.470965172,0.184659827,1,0,0,1,2,1,0,1,0,1,0,1,1238.42,5760.101188,14400.46516,42021.95379,42,2,1.299894652,1.307313547,0.352380952
397,1396,1,1,4759,13.03715897,80.18390338,Electronics,11.8878876,Yes,Yes,Several Individual warehouses,Yes,465.2909165,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.238311446,1.035685555,0.539024395,0.823902612,0.222487254,0.502077863,1,0,1,1,1,1,1,0,0,1,0,0,725.08,1930.766157,4390.990889,38250.01745,44,0,1.57470995,1.062214057,0.285714286
261,1260,1,1,9999,13.01368365,80.21272931,Apparel / Accessory,9.381986296,Yes,Yes,Others,Yes,724.9561539,Yes,20,Yes,1,8.082457593,0.08898165,Yes,Yes,0.903304257,0.261612668,0.880994266,0.984266257,0.534740449,0.460226676,0,1,1,0,1,0,0,1,1,0,0,0,392.63,6245.171037,19174.07613,29400.30586,31,0,1.142606935,1.887570514,3
542,1541,1,1,4759,13.04859043,80.23302987,Electronics,10.09722928,No,No,Central Warehouse of establishment,No,7992.82174,No,20,No,1,18.08245759,0.08898165,No,No,0.474087407,0.741209551,0.931586264,0.199578949,0.346996893,0.617907905,1,0,0,0,0,0,1,0,1,1,0,1,738.81,6009.124857,14526.20793,40201.5799,44,0,1.672795815,0.673666356,1
118,1117,1,1,4652,12.98811512,80.20450476,Others,12.28204663,Yes,Yes,Several Individual warehouses,Yes,183.6075802,Yes,20,Yes,1,1.082457593,0.08898165,Yes,No,0.514488237,0.25801422,0.204412247,0.875226222,0.540173398,0.411773097,1,1,2,1,0,0,0,1,1,0,1,0,605.03,5295.838962,11600.90563,40072.84751,45,0,0.462426467,1.389714459,0.142857143
972,1971,1,1,4540,13.13742718,80.29399774,Automobile dealer & sevice,9.95677288,Yes,Yes,Several Individual warehouses,Yes,389.9729693,Yes,20,Yes,1,2.082457593,0.08898165,Yes,No,0.531215693,0.15525935,0.996443532,0.183548088,0.855378096,0.76244117,1,1,1,1,1,1,0,1,1,0,0,1,640.71,7260.955584,15919.39462,32357.20733,42,2,1.151702883,0.714763781,0.066666667
1032,2031,1,1,4759,13.1626776,80.26249161,Electronics,12.45332621,Yes,Yes,Several Individual warehouses,Yes,95.51611226,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,Yes,0.691952191,0.885005989,0.940643997,0.731127682,0.461301873,0.194247972,0,0,0,0,1,0,1,1,1,1,0,0,479.64,5891.116735,17102.90228,25306.82298,44,0.466666667,1.825649986,1.423079872,0.285714286
553,1552,1,1,8219,13.04915827,80.23326871,Others,11.86495094,No,No,Several Individual warehouses,No,905.2104618,No,20,No,1,4.082457593,0.08898165,No,No,0.934211689,0.202207638,0.363006333,0.660406174,0.418552828,0.905707659,0,0,1,0,1,1,0,0,1,0,0,1,765.63,3801.679766,11674.33132,75822.73302,45,0,0.565213971,1.594617863,0.142857143
896,1895,1,1,4759,13.09740556,80.25929836,Electronics,12.22445932,Yes,Yes,Several Individual warehouses,Yes,119.5385718,Yes,20,Yes,1,-0.917542407,0.08898165,Yes,No,0.892289533,0.729156664,0.778207762,0.707465193,0.280406639,0.785011997,1,0,1,1,0,0,1,0,1,1,1,0,795.23,7934.162589,20069.15738,35329.04302,44,0,1.507364426,1.599754726,0.142857143
726,1725,1,1,4772,13.07489552,80.21649454,Pharma vendor,13.66113494,Yes,Yes,Several Individual warehouses,Yes,215.6921804,Yes,20,Yes,1,1.082457593,0.08898165,Yes,No,0.022959565,0.112639713,0.162759238,0.899798712,0.1837061,0.486185415,1,1,0,0,1,1,0,1,0,0,0,1,2007.89,8863.910347,21340.54519,45769.4208,44,0,0.275398951,0.922758277,2.319047619
275,1274,1,1,5610,13.01995527,80.2246155,Restaurant,15.59663377,No,No,Several Individual warehouses,No,1474.637847,No,20,No,1,11.08245759,0.08898165,No,No,0.441557991,0.032849895,0.369820517,0.331587744,0.868665118,4.059819178,1,1,0,0,0,0,1,1,1,1,1,0,872.86,4792.388982,13400.98113,38903.69023,31,0,0.402670412,0.773145735,4
474,1473,1,1,4771,13.04141732,80.23453657,Apparel / Accessory,11.85104789,Yes,Yes,Several Individual warehouses,Yes,398.7315243,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.987668112,0.708012421,0.576005069,0.054819757,0.37555996,0.066724976,0,0,1,1,1,0,0,0,1,1,1,0,848.86,4328.175547,10793.88651,39546.74329,44,0,1.28401749,1.042487869,0.033333333
908,1907,1,1,4772,13.09894672,80.27854928,Pharma vendor,11.05638933,Yes,Yes,Several Individual warehouses,Yes,29.18678555,Yes,20,Yes,1,0.082457593,0.08898165,Yes,Yes,0.999837261,0.005188677,0.620223913,0.073149046,0.154947082,0.865613848,1,0,1,0,0,1,1,1,1,1,0,0,904.59,4348.294547,11035.61108,31832.20903,44,0,0.625412591,1.072986307,1
640,1639,1,1,4773,13.05864285,80.1949492,Apparel / Accessory,10.7558201,Yes,Yes,Several Individual warehouses,Yes,330.641521,Yes,20,Yes,1,0.082457593,0.08898165,Yes,NA,0.566209092,0.456087881,0.133172642,0.502367198,0.418475159,0.622172308,1,0,1,1,0,0,0,1,0,1,1,1,751.53,6526.081814,15442.15631,38343.52814,44,0,0.589260523,1.06857629,0.428571429
158,1157,1,1,4752,12.99181958,80.2058356,Building Material / Hardware,12.1478128,Yes,Yes,Several Individual warehouses,Yes,151.0193344,Yes,20,Yes,1,0.082457593,0.08898165,Yes,No,0.330783225,0.438309959,0.858415719,0.134800729,0.901785366,0.816033544,0,1,0,1,1,1,0,0,0,0,1,1,1014.73,6085.349361,15702.98708,37914.52979,44,0,1.296725678,0.465583954,0
279,1278,1,1,4630,13.02094897,80.21408911,Food stores,10.13123752,Yes,Yes,Several Individual warehouses,Yes,633.1759037,Yes,20,Yes,1,1.082457593,0.08898165,Yes,Yes,0.018561971,0.40646746,0.510236481,0.558030953,0.741080027,0.451531156,1,0,0,0,1,0,0,1,0,0,0,1,922.57,7484.055556,19804.58612,30609.34463,42,0.466666667,0.91670394,0.576592924,0.285714286
